id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
5s3l6YYtPlYWuYamHqgeY7,Killpop,Slipknot,32,2014-10-16,0.306,0.926,1,-2.754,0,0.000311,0.000644,0.0776,0.483,158.47,225067,4
4nM7EwYTLp9cCR8LDIFiO3,Psychosocial,Slipknot,37,2008-08-22,0.576,0.989,2,-1.909,1,0.00252,0.0032,0.0243,0.352,135.093,283400,4
01eEGwQ4eZlz6x1V8i2WGP,Dead Memories,Slipknot,38,2008-08-22,0.547,0.963,4,-2.337,0,0.000443,0.0251,0.353,0.441,130.061,268587,4
0fX9KPa0i9RGDI59gI90i9,Vermilion,Slipknot,61,2004,0.219,0.989,11,-2.962,0,0.00421,0.0156,0.375,0.149,168.069,316667,3
3RAFcUBrCNaboRXoP3S5t1,Psychosocial,Slipknot,72,2008-08-20,0.568,0.981,2,-3.889,1,0.00269,0.00275,0.0243,0.307,135.146,284120,4
2PjVfXNQJiyFXyKBpeckQ3,The Devil in I,Slipknot,34,2014-10-20,0.398,0.939,9,-2.865,0,0.00591,0.000881,0.357,0.235,92.027,342821,4
61mWefnWQOLf90gepjOCb3,Duality,Slipknot,77,2004,0.354,0.982,4,-3.026,0,0.000237,0.000294,0.204,0.194,143.772,252613,4
6wqJeItl3Vc3az4ZicSQAB,Before I Forget,Slipknot,74,2004,0.291,0.974,6,-2.997,0,0.0177,5.44e-06,0.886,0.348,134.724,278600,4
1BLfQ6dPXmuDrFmbdfW7Jl,A Little Piece of Heaven,Avenged Sevenfold,66,2007-10-26,0.486,0.881,2,-5.623,0,0.0244,0.0,0.429,0.667,144.997,480707,4
4UEo1b0wWrtHMC8bVqPiH8,Nightmare,Avenged Sevenfold,69,2010-07-23,0.554,0.949,2,-4.928,1,0.000318,9.98e-05,0.2,0.233,129.984,374453,4
1QUwyTmV8Ld17iqMGNdfmR,War Machine,AC/DC,41,2010-04-29,0.546,0.712,9,-4.362,1,4.57e-05,0.221,0.189,0.545,127.631,189720,4
2zAxX8M0gICypTQVO8tjZI,Wait And Bleed,Slipknot,7,2019-08-09,0.289,0.986,7,-4.146,1,0.00215,0.0,0.367,0.569,89.257,152373,4
1f3yAtsJtY87CTmM8RLnxf,Smells Like Teen Spirit,Nirvana,18,1991-09-26,0.502,0.912,1,-4.556,1,2.55e-05,0.000173,0.106,0.72,116.761,301920,4
0COqiPhxzoWICwFCS4eZcp,Bring Me To Life,Evanescence,79,2003-03-04,0.331,0.943,4,-3.188,0,0.00721,2.06e-06,0.242,0.296,94.612,235893,4
2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,AC/DC,82,1979-07-27,0.574,0.913,6,-4.793,0,0.061,0.00158,0.156,0.423,115.728,208400,4
2gscB6kDOmrv1P6qs2KXE3,Wait and Bleed,Slipknot,69,2009-09-09,0.382,0.996,7,-4.119,1,0.00208,0.0,0.417,0.327,93.345,147840,4
6NJQ69XAEJ4TbTuDWA0gM0,Headcase,Hayley Kiyoko,43,2019-03-22,0.627,0.541,4,-6.56,1,0.321,0.0,0.075,0.346,94.125,193200,4
3RaT22zZsxVYxxKR7TAaYF,"no body, no crime (feat. HAIM)",HAIM,65,2020-12-11,0.546,0.613,7,-7.589,0,0.418,0.0,0.103,0.535,79.015,215627,4
5JqZ3oqF00jkT81foAFvqg,Prisoner (feat. Dua Lipa),Dua Lipa,53,2020-11-20,0.781,0.67,3,-3.912,0,0.0103,0.0,0.0761,0.595,127.99,169333,4
1y1sChqjzdNWzwdHQADMrR,Numb,Linkin Park,60,2003-03-24,0.496,0.863,9,-4.153,1,0.0046,0.0,0.639,0.243,110.018,185587,4
1r7PBed0nZQo31UU1g0aRA,Invincible,The Unlikely Candidates,36,2020-04-03,0.703,0.672,0,-10.462,1,0.00741,0.0148,0.035,0.527,129.984,201231,4
0OgGn1ofaj55l2PcihQQGV,Drew Barrymore,Bryce Vine,63,2017-12-01,0.758,0.574,11,-6.889,0,0.46,0.00272,0.102,0.261,151.985,191147,4
3D9hIbF6vgK2VDKVPxJsWN,Teeth,5 Seconds of Summer,0,2020-03-27,0.744,0.455,3,-2.986,0,0.0453,3.4e-06,0.0741,0.431,139.01,205503,4
2txofPPP3lkiNLTUUHeJHS,Easier,5 Seconds of Summer,0,2020-03-27,0.576,0.46,5,-4.173,1,0.476,0.0,0.107,0.625,176.185,158099,4
4kLm0P01JM1xS94Z4JC3oE,No Shame,5 Seconds of Summer,0,2020-03-27,0.576,0.807,7,-3.019,1,0.0185,2.45e-06,0.0963,0.48,90.932,192737,4
2vPZ4Lklyu75zBR3SgbFNI,Snuff,Slipknot,61,2008-08-20,0.544,0.69,6,-5.723,0,0.012,0.0095,0.0615,0.219,123.962,276147,4
7Hr1Ignop7cymbE3FbOtXa,So Far Away,Avenged Sevenfold,63,2010-07-23,0.286,0.703,4,-4.491,0,0.00847,7.39e-05,0.142,0.259,151.297,326813,4
6BCCcdlZQlJndxB6H2YPSs,Strange Love,The Unlikely Candidates,32,2019-02-01,0.691,0.913,3,-5.946,1,0.0728,0.0,0.464,0.831,125.977,210933,4
0xHeSdcedr1iMAzUudUbds,Final Destination,The Unlikely Candidates,36,2018-01-12,0.614,0.741,1,-4.985,0,0.12,0.0,0.0916,0.544,114.002,176992,4
0RP3Qjp1QhIjhtG7gYoBqn,Trouble Maker,Trouble Maker,57,2011-12-01,0.838,0.805,10,-2.723,0,0.0826,3.77e-06,0.0778,0.952,115.026,219638,4
131sUIJTuOwXZkzovJ1AGs,Medusa,Kailee Morgue,51,2018-01-19,0.914,0.427,3,-7.766,0,0.567,0.013,0.0774,0.635,120.01,203027,4
73SpzrcaHk0RQPFP73vqVR,No Time To Die,Billie Eilish,76,2020-02-13,0.38,0.219,4,-13.273,0,0.917,0.0104,0.0827,0.0517,73.537,242265,4
5vdp5UmvTsnMEMESIF2Ym7,Another One Bites The Dust - Remastered 2011,Queen,80,1980-06-27,0.933,0.528,5,-6.472,0,0.112,0.312,0.163,0.754,109.967,214653,4
4hs2FbesB8qo6H5Berbikd,Absinthe,I DONT KNOW HOW BUT THEY FOUND ME,60,2018-11-09,0.608,0.845,9,-4.938,0,0.00927,1.34e-05,0.332,0.518,123.991,183653,3
0HHRo6yWFY5tVAe7Nb3PaU,My Nocturnal Serenade,YOHIO,0,2019-03-01,0.363,0.599,3,-3.766,0,0.0728,0.0,0.11,0.327,179.903,230594,3
3TcMyNevhQZ35yaA8jHSBq,I Did Something Bad,Taylor Swift,0,2017-11-10,0.696,0.602,0,-6.156,0,0.0679,2.11e-05,0.0696,0.305,82.989,238253,4
5YPTYLMdNEgk7CPNPqqFyA,Getaway Car,Taylor Swift,0,2017-11-10,0.562,0.689,2,-6.745,1,0.00465,2.23e-06,0.0888,0.351,172.054,233627,4
3vpnCWDEtzmOyICqE9uFfL,Violence,The Unlikely Candidates,47,2017-02-17,0.409,0.809,0,-4.584,1,0.000474,1.99e-05,0.325,0.648,149.77,203294,4
3Z903upMncXp4Ht054xQW7,Moonlight,Lovelyz,0,2019-10-25,0.646,0.804,4,-2.283,0,0.0923,0.0,0.1,0.531,92.162,206653,4
5PYR7g3AmuYE5Yaay7s3us,Sleep-walking,Dreamcatcher,42,2017-07-27,0.653,0.962,2,-3.211,0,0.0629,4.1e-06,0.0673,0.954,174.014,206005,4
1sluAZrbKiHqD4bpGPEVXJ,Wake up,Dreamcatcher,40,2017-07-27,0.674,0.977,3,-2.738,1,0.0837,4.29e-05,0.2,0.663,144.009,212262,4
0n5szv4EhrxeTAz2zYQJ0S,Fly high,Dreamcatcher,46,2017-07-27,0.539,0.914,5,-3.062,0,0.00532,0.0,0.321,0.424,154.004,211426,4
4aDLGyls7Qzv2xMISvDZV4,GOOD NIGHT,Dreamcatcher,49,2017-04-05,0.456,0.957,5,-1.093,0,0.112,0.0,0.101,0.535,196.067,174744,4
2KH7ZhZs01rJOIVvuUNFbo,Chase Me,Dreamcatcher,49,2017-01-13,0.572,0.975,11,-2.019,1,0.00776,0.0,0.142,0.481,100.021,189351,4
4x3qqSA4cP49oZQXPLnDBe,Runnin',Adam Lambert,62,2012-05-08,0.408,0.868,2,-4.438,0,0.0082,0.0,0.151,0.387,83.469,228533,4
2ZYkl27YyPCXStjrdfHh5z,Silver Lake Queen,Diplomacy,26,2019-10-18,0.736,0.826,9,-4.886,0,0.000337,0.00744,0.0441,0.864,123.953,235484,4
2hKdd3qO7cWr2Jo0Bcs0MA,Drops of Jupiter (Tell Me),Train,76,2001-03-27,0.481,0.638,0,-5.862,1,0.153,0.0,0.154,0.497,79.064,259933,4
34dx8DACTJsc3rsJdaEIQw,Papaoutai,Stromae,73,2013-01-01,0.734,0.809,10,-7.264,0,0.0266,0.0,0.0642,0.254,116.024,232147,4
7cBhzkTWSpHBGAiCZzSika,Nothing Left To Say / Rocks,Imagine Dragons,42,2012-09-04,0.267,0.79,0,-7.226,1,0.12,4.59e-05,0.635,0.0623,108.033,536080,4
769ZC6PggTAClrWHAoVk1x,Raised By Wolves,U2,22,2014-01-01,0.622,0.601,1,-8.702,1,0.182,1.64e-06,0.129,0.437,141.933,245599,4
6b2oQwSGFkzsMtQruIWm2p,Creep,Radiohead,3,1993-02-22,0.515,0.43,7,-9.935,1,0.0102,0.000141,0.129,0.104,91.841,238640,4
1feANd8EfcDP5UqSvbheM3,"Bekhayali (From ""Kabir Singh"")",Sachet-Parampara,64,2019-05-24,0.308,0.585,9,-5.18,0,0.45,0.0,0.319,0.345,171.843,371791,3
4GKcaqt6PFor4siHXMO42e,Novocaine,The Unlikely Candidates,59,2019-03-22,0.652,0.833,10,-4.898,1,0.00191,0.000536,0.122,0.231,116.043,245240,4
3MrRksHupTVEQ7YbA0FsZK,The Final Countdown,Europe,75,1986,0.529,0.843,6,-6.908,0,0.0628,0.000827,0.0608,0.188,117.662,310333,4
6U0D8PIh75fnX6T6TWJLxl,Jet Black Heart,5 Seconds of Summer,59,2015-10-23,0.507,0.85,11,-4.274,0,0.000163,0.0,0.0812,0.545,153.957,221716,4
6xy9JYFKcpb9L62PRNnYW5,으르렁 Growl,EXO,0,2013-08-05,0.681,0.814,11,-2.83,0,0.145,0.0,0.556,0.876,89.99,207053,4
2U6RSyXFnDVNYoD9iUgi09,Bomb Bomb,KARD,57,2019-03-27,0.76,0.842,6,-5.558,1,0.0677,0.000123,0.313,0.882,102.987,163509,4
22iz04Hw1tz0NBpiyoEMT1,RUMOR,KARD,47,2017-04-24,0.726,0.758,8,-3.324,1,0.0491,0.0,0.077,0.61,88.999,217738,4
3UhxppZQkfk9WniMtjpESF,New Americana,Halsey,55,2015-08-28,0.339,0.707,0,-5.121,0,0.0113,0.0,0.337,0.359,173.993,183808,4
4U38hORPx8SsUAXGumsUYN,Hold Me Down,Halsey,57,2015-08-28,0.677,0.744,1,-4.512,0,0.279,0.0,0.119,0.531,145.928,204785,4
16w8ZGVSjI4TlTLV8VimBY,Castle,Halsey,65,2015-08-28,0.626,0.571,7,-7.461,0,0.25,0.0,0.0946,0.164,129.959,277623,4
5Dg2h1wsm7ZijCo0yLmbvR,Hurricane,Halsey,57,2015-08-28,0.586,0.83,0,-5.375,1,0.00823,0.0028,0.348,0.486,120.017,223082,4
3ek4HgBlmvkTWgfT5sTSe9,Drive,Halsey,55,2015-08-28,0.571,0.585,9,-8.392,0,0.239,0.00016,0.133,0.291,113.973,258765,4
1R0a2iXumgCiFb7HEZ7gUE,Don’t Blame Me,Taylor Swift,81,2017-11-10,0.615,0.534,9,-6.719,0,0.106,1.76e-05,0.0607,0.193,135.917,236413,4
3BvheqhKGQgFMSiiJh6ayj,Bleeding Out,Imagine Dragons,46,2012-09-04,0.299,0.754,5,-4.078,0,0.0195,1.3e-06,0.103,0.295,169.373,221053,4
4uyDe8SeM0Nsgzp9KMtXWn,Monster,Imagine Dragons,62,2015-10-23,0.483,0.768,3,-5.431,1,0.209,0.000646,0.103,0.405,179.957,250507,4
62yJjFtgkhUrXktIoSjgP2,Radioactive,Imagine Dragons,76,2012-09-04,0.448,0.784,9,-3.686,1,0.106,0.000108,0.668,0.236,136.245,186813,4
6Qn5zhYkTa37e91HC1D7lb,Whatever It Takes,Imagine Dragons,79,2017-06-23,0.672,0.655,10,-5.021,0,0.0362,0.0,0.117,0.556,134.945,201240,4
0pqnGHJpmpxLKifKRmU6WP,Believer,Imagine Dragons,85,2017-06-23,0.776,0.78,10,-4.374,0,0.0622,0.0,0.081,0.666,124.949,204347,4
2FY7b99s15jUprqC0M5NCT,Natural,Imagine Dragons,79,2018-11-09,0.704,0.611,2,-6.112,1,0.217,0.0,0.0812,0.22,100.0,189467,4
0Zxswuv5xzIhxDnsKJLq82,Mercy,Shawn Mendes,0,2017-04-20,0.561,0.674,4,-4.882,0,0.118,0.0,0.111,0.383,148.127,208733,4
2EK48RuuE8HHMDzD2rEDqL,Siren,SUNMI,0,2018-09-12,0.61,0.905,9,-3.686,0,0.0142,0.0,0.0592,0.521,122.012,199134,4
1AM8QdDFZMq6SrrqUnuQ9P,Feeling Good,Michael Bublé,71,2005-02-08,0.535,0.548,1,-6.51,1,0.533,1.48e-06,0.123,0.477,115.144,237333,3
0nWufgXTiMfEXj4LT5iuUR,Where Are You?,Avivian,0,2020-05-22,0.666,0.499,8,-10.012,1,0.301,0.00513,0.123,0.451,139.009,154105,4
1Q3t9fWvHUXKsMmpD2XpUu,Cold Cold Cold,Cage The Elephant,67,2015-12-18,0.549,0.789,5,-6.071,1,0.0178,6.7e-05,0.059,0.715,136.125,214387,4
5UBBJnFxsfjFxfrtvErQoH,Crystalised,The xx,63,2009-08-16,0.762,0.484,11,-12.368,0,0.812,0.389,0.0841,0.415,122.916,201947,4
76vMKwFtdDDCLcM6zXybjB,Say Amen (Saturday Night),Panic! At The Disco,63,2018-06-22,0.491,0.867,6,-2.313,0,0.167,0.0,0.458,0.602,167.965,189187,4
7vguMCv8uVuZLiQJ156u3Z,Play with Fire (feat. Yacht Money),Yacht Money,73,2017-07-07,0.573,0.539,2,-6.091,0,0.0162,1.16e-05,0.105,0.39,75.012,180691,4
4SSnFejRGlZikf02HLewEF,bury a friend,Billie Eilish,74,2019-03-29,0.905,0.389,8,-14.505,1,0.74,0.162,0.106,0.196,120.046,193143,4
4NM26DCLznnIF88tixkeMP,Everybody Wants To Rule The World - From “The Hunger Games: Catching Fire” Soundtrack,Lorde,34,2020-10-23,0.575,0.571,11,-9.291,0,0.597,0.000159,0.108,0.0614,110.993,155587,4
2b4ckXVr9I9Wr0ixOgRVqF,Real Boy,Lola Blanc,48,2016-11-15,0.654,0.471,2,-6.273,0,0.493,0.0,0.0876,0.367,115.231,250415,4
4TQcARE7Fd58akNhr3N7AE,Twisted,MISSIO,65,2017-05-19,0.577,0.789,2,-4.661,1,0.00532,0.0105,0.214,0.149,97.52,222707,3
104buTcnP2AsxqB7U1FIZ4,Heavy (feat. Kiiara),Kiiara,67,2017-05-19,0.59,0.671,9,-6.098,1,0.0484,0.0,0.0604,0.438,149.982,169801,4
1r1fPuhj9H4VdXr7OK6FL5,CASTLE OF GLASS,Linkin Park,71,2012-06-20,0.615,0.911,1,-3.584,0,0.0686,0.00188,0.0908,0.685,108.0,205400,4
1hWYT0w2R0J19rlVkiez7X,Battle Scars (with Guy Sebastian),Guy Sebastian,68,2012-09-25,0.517,0.811,5,-4.526,0,0.186,0.0,0.105,0.494,168.269,250320,4
2fUDCiasFBRZ7G2fZwzfp6,defeating a devil a day,YOHIO,44,2020-11-27,0.698,0.499,1,-4.708,1,0.0111,0.0,0.127,0.281,127.888,183112,4
0fQv8Ok7Zp0MRFD2kvKvHA,JUDGEMENT-審判 - Full Spec Edition,桐生一馬(黒田崇矢),47,2015-03-18,0.334,0.795,0,-3.622,0,0.0114,0.0314,0.109,0.508,156.961,231974,4
4qMt92hgQlJMyJjdI0Nw2h,GUNSHOT,KARD,58,2020-08-26,0.582,0.77,1,-3.52,1,0.00253,0.0,0.198,0.348,135.008,181480,4
4MSiPP89oZupNNq2CvjEeR,You In Me,KARD,47,2017-11-21,0.759,0.921,8,-2.533,0,0.0796,0.000111,0.325,0.528,96.025,203982,4
3S1tTwSKIZgf4QGltFyCxM,Everybody Wants To Rule The World - From “The Hunger Games: Catching Fire” Soundtrack,Lorde,64,2013-01-01,0.575,0.571,11,-9.291,0,0.597,0.000159,0.108,0.0614,110.993,155587,4
7lIeJqJ7BbqBWPdcFEzhIH,Rise of Shyam,Rap-Cizzy,42,2022-01-13,0.456,0.882,1,-7.869,0,0.688,0.0,0.165,0.646,105.016,233230,4
6HmWP8iJw234brBeyjlthO,"Raamam Raaghavam (From ""Rrr"")",Charu Hariharan,51,2021-12-31,0.626,0.795,2,-8.566,1,0.485,0.125,0.0861,0.338,120.0,231093,4
3O5osWf1rSoKMwe6E9ZaXP,evermore (feat. Bon Iver),Bon Iver,63,2020-12-11,0.39,0.27,1,-10.673,1,0.937,0.00227,0.111,0.32,125.177,304107,5
12ntTeqEeTg7GAVpe8Mhpl,marjorie,Taylor Swift,61,2020-12-11,0.535,0.561,5,-11.609,1,0.876,0.000136,0.115,0.287,96.103,257773,4
1XjHRolIXL2M1EEOUsGGR4,cowboy like me,Taylor Swift,62,2020-12-11,0.604,0.517,0,-9.014,1,0.768,0.000155,0.123,0.511,127.967,275040,4
670fUmXf4KQekzbEgaXyPA,dorothea,Taylor Swift,61,2020-12-11,0.605,0.488,4,-8.322,1,0.696,0.0,0.129,0.354,119.966,225880,4
0PurA4JVJ8YQgSVopY8fn6,tolerate it,Taylor Swift,66,2020-12-11,0.316,0.361,9,-10.381,1,0.878,2.67e-05,0.0797,0.221,74.952,245440,5
0sY6ZUTh4yoctD8VIXz339,champagne problems,Taylor Swift,75,2020-12-11,0.462,0.24,0,-12.077,1,0.92,0.0,0.113,0.32,171.319,244000,4
0lx2cLdOt3piJbcaXIV74f,willow,Taylor Swift,76,2020-12-11,0.392,0.574,7,-9.195,1,0.833,0.00179,0.145,0.529,81.112,214707,4
4R2kfaDFhslZEMJqAFNpdd,cardigan,Taylor Swift,77,2020-07-24,0.613,0.581,0,-8.588,0,0.537,0.000345,0.25,0.551,130.033,239560,4
4pvb0WLRcMtbPGmtejJJ6y,exile (feat. Bon Iver),Bon Iver,77,2020-07-24,0.298,0.38,6,-8.426,1,0.778,5.62e-05,0.11,0.152,75.602,285634,4
2Eeur20xVqfUoM3Q7EFPFt,the last great american dynasty,Taylor Swift,68,2020-07-24,0.686,0.662,7,-8.505,1,0.467,0.0023,0.109,0.706,147.922,230999,4
7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),beabadoobee,81,2020-02-08,0.726,0.431,8,-8.765,0,0.731,0.0,0.696,0.348,144.026,173333,4
249gnXrbfmV8NG6jTEMSwD,Life Goes On,BTS,23,2020-11-20,0.566,0.716,1,-5.733,1,0.00691,0.0,0.37,0.45,81.068,207481,4
5dwQhzeE8LXpl9sbZJZmQS,the lakes - bonus track,Taylor Swift,55,2020-08-17,0.509,0.262,2,-11.531,1,0.85,1.68e-06,0.0851,0.287,89.846,211798,4
0txjdg6j38GxiWzfH2Skpg,No One’s Here To Sleep,Bastille,47,2013-01-01,0.636,0.497,0,-6.876,0,0.0312,0.00148,0.108,0.148,122.026,272547,4
7BuI5A1kjiEQh02REGG0Lb,Unwavering Emotions,Brandon Mild,39,2018-06-10,0.396,0.0455,9,-17.235,1,0.982,0.901,0.0743,0.0848,86.979,107841,4
4WCPjTAMJKfK8kww8CRxLQ,Best Years,5 Seconds of Summer,0,2020-03-27,0.29,0.722,2,-4.375,1,0.314,0.0,0.121,0.458,173.359,190382,4
6liNJDyWJjyHAgDnAX95bw,Fire and the Flood,Vance Joy,65,2014-09-09,0.596,0.827,5,-4.402,1,0.0242,0.0,0.0958,0.329,115.034,249382,4
0GVuLQtPXFaL18ijEOqoAa,Tightrope,Michelle Williams,66,2017-12-08,0.351,0.331,9,-10.316,1,0.3,9.14e-06,0.0919,0.191,161.564,234360,3
0Gl5s8IhMmQE5YQwM8Qx1J,Never Enough,Loren Allred,73,2017-12-08,0.277,0.394,8,-8.903,1,0.423,0.0,0.0952,0.227,86.777,207787,3
0RoA7ObU6phWpqhlC9zH4Z,A Million Dreams,Michelle Williams,73,2017-12-08,0.265,0.312,7,-11.689,1,0.243,0.0,0.0893,0.0998,54.747,269453,3
6bSfujQNO8wspYwXoKIbdk,S.O.S - Version Acoustique,Indila,37,2014-11-17,0.47,0.368,6,-8.104,1,0.762,0.0,0.067,0.329,92.769,240387,4
2ueOPTvqwFPYLXswCmRTTw,Let Her Go,Passenger,30,2012-11-12,0.509,0.538,7,-7.335,1,0.385,0.0,0.104,0.244,75.089,252867,4
06ngjaiEea4jvIcAIcxcGr,Ready or Not,Bridgit Mendler,0,2012-01-01,0.713,0.877,2,-3.843,1,0.00435,9.91e-05,0.0962,0.759,93.016,200947,4
6BtmXhTJMM9sBTHeYYASGz,It's Time,Imagine Dragons,66,2012-09-04,0.656,0.884,2,-4.748,1,0.0162,0.0,0.145,0.86,105.009,237987,4
2k43eySbfpDVx0PrO99UI8,Clean,Taylor Swift,47,2014-01-01,0.81,0.38,4,-7.755,1,0.242,0.0,0.113,0.211,103.981,271000,4
045sp2JToyTaaKyXkGejPy,Fake Plastic Trees,Radiohead,0,1995-03-28,0.454,0.229,2,-12.592,1,0.167,0.102,0.202,0.134,73.552,290707,4
2nTsKOXIVGDf2iPeVQO2Gm,Paranoid Android,Radiohead,0,1997-05-28,0.252,0.849,5,-6.501,1,0.0377,0.00592,0.0545,0.194,163.704,387213,4
3SVAN3BRByDmHOhKyIDxfC,Karma Police,Radiohead,1,1997-05-28,0.36,0.505,7,-9.129,1,0.0626,9.22e-05,0.172,0.317,74.807,264067,4
3pHkh7d0lzM2AldUtz2x37,The Archer,Taylor Swift,68,2019-08-23,0.292,0.574,0,-9.375,1,0.12,0.00569,0.0663,0.166,124.344,211240,4
15TaZdhznRBaKzyHLHA9ad,unravel (acoustic version),TK from Ling tosite sigure,1,2015-05-20,0.518,0.39,9,-6.083,1,0.829,0.0,0.0729,0.311,84.092,228834,5
2SQrg7WIPRKMKrlILjGdQH,Error,VIXX,0,2014-10-14,0.563,0.931,5,-2.436,0,0.0636,0.0,0.0952,0.274,128.019,225494,4
2yOapikYflb8untV02SkbF,Robot,The Sam Willows,21,2018-02-09,0.328,0.507,9,-9.877,1,0.706,1.19e-05,0.0693,0.294,76.655,202040,4
6BuV8kvfkjzeKnuc0uku1c,Save Myself,The Sam Willows,25,2017-07-14,0.696,0.662,1,-5.397,0,0.0485,0.0,0.0808,0.585,154.912,204227,4
5we8idYGViC40kjeHejRog,Behe Chala,Shashwat Sachdev,49,2019-01-04,0.453,0.346,2,-9.786,1,0.672,0.0,0.119,0.275,146.81,324770,3
3y7ByLZ05tluscOTRgEJ9Y,Palette (feat. G-DRAGON),G-DRAGON,63,2017-04-21,0.804,0.68,0,-3.81,1,0.458,0.0,0.102,0.62,102.013,217413,4
4pY01yLo26NcKoAfpVAe8X,Dust Allergy,The Colored Paper,0,2017-09-04,0.615,0.533,0,-9.599,1,0.619,3.96e-06,0.295,0.442,169.976,271059,4
3kk5IjmlyZG8qKrh4jZ1lL,Boring,The Colored Paper,0,2018-07-23,0.882,0.459,6,-7.068,1,0.479,0.0,0.113,0.717,93.058,160979,4
41vZMg28H4cDxUkC6c4IW1,Ending Song,WABLE,15,2018-07-13,0.701,0.184,0,-11.055,1,0.864,1.48e-05,0.151,0.137,113.753,191191,3
2B64LQET1AVf85fVJDTOXD,Milan Blue,Fromm,32,2018-03-12,0.632,0.605,10,-7.985,0,0.132,0.48,0.241,0.713,105.985,290022,4
7y4ye2TL1fT2WUTes5Q921,Far 멀리,Motte,0,2018-10-17,0.436,0.586,7,-5.521,1,0.904,0.00165,0.116,0.273,119.51,214933,4
0xG0SHshCStMEyNbNC5d4k,Issues,Julia Michaels,26,2017-07-28,0.67,0.415,8,-6.855,1,0.39,0.0,0.0617,0.445,114.212,176320,4
7F5oktn5YOsR9eR5YsFtqb,New Year’s Day,Taylor Swift,65,2017-11-10,0.661,0.151,0,-12.864,1,0.921,0.0,0.13,0.23,94.922,235467,4
5qaEfEh1AtSdrdrByCP7qR,Demons,Imagine Dragons,80,2012-09-04,0.505,0.71,3,-3.015,1,0.19,0.00025,0.269,0.428,89.938,177507,4
2RSHsoi04658QL5xgQVov3,Bad Liar,Imagine Dragons,78,2018-11-09,0.383,0.637,3,-6.993,1,0.0722,0.0,0.368,0.0827,177.913,260773,4
1XJ93XskwJf7PCyIVLbNBt,Anxiety (with Selena Gomez),Selena Gomez,59,2019-01-24,0.803,0.384,7,-6.522,1,0.573,0.0,0.194,0.503,141.926,210147,4
5IYnriBBJz1iz1ki3bJnWo,Coffee,BTS,7,2013-09-11,0.656,0.798,0,-6.608,1,0.00862,0.0,0.321,0.572,92.03,260433,4
73szhI6oOawKlv6AxgHIS8,LAST DANCE,BIGBANG,0,2016-12-13,0.621,0.673,1,-3.194,0,0.467,0.0,0.323,0.289,143.889,279719,4
6jjd5vJtgKwzMtxJeTlLqH,IF YOU,BIGBANG,0,2016-12-13,0.669,0.447,1,-6.271,1,0.524,0.0,0.167,0.17,141.808,264281,4
2nqio0SfWg6gh2eCtfuMa5,Fifteen (Taylor’s Version),Taylor Swift,64,2021-04-09,0.559,0.646,7,-4.61,1,0.116,0.0,0.32,0.289,95.466,294419,4
3JOVTQ5h8HGFnDdp4VT3MP,Mad World (Feat. Michael Andrews),Michael Andrews,64,2001-01-01,0.345,0.0581,3,-17.217,1,0.976,0.000366,0.103,0.304,174.117,189507,4
4xXu9UO2qdBotUOfqru2UC,Bakamitai - Taxi Driver Edition,Kazuma Kiryu(Takaya Kuroda),57,2020-01-16,0.519,0.567,7,-7.914,1,0.0506,0.46,0.378,0.281,73.988,291267,4
7kt9e9LFSpN1zQtYEl19o1,this is me trying,Taylor Swift,70,2020-07-24,0.515,0.476,9,-9.843,1,0.314,4.74e-05,0.171,0.412,135.886,195097,4
2NmsngXHeC1GQ9wWrzhOMf,illicit affairs,Taylor Swift,69,2020-07-24,0.559,0.31,10,-10.445,1,0.881,0.0,0.106,0.46,119.845,190898,4
1MgV7FIyNxIG7WzMRJV5HC,my tears ricochet,Taylor Swift,71,2020-07-24,0.456,0.263,0,-10.63,1,0.806,0.0,0.0749,0.111,129.86,255894,4
1MhXdlCQPnO56T57MfmaRm,Ghost Of You,5 Seconds of Summer,76,2018-06-15,0.458,0.561,10,-4.819,1,0.0965,0.0,0.156,0.206,149.875,197411,3
1hUPOCqOukEl03lOs16DtN,Lover Of Mine,5 Seconds of Summer,65,2020-03-27,0.545,0.858,11,-2.536,0,0.194,0.0,0.151,0.323,94.041,206974,3
5BK0uqwY9DNfZ630STAEaq,gold rush,Taylor Swift,67,2020-12-11,0.512,0.462,9,-10.491,1,0.83,0.166,0.121,0.353,112.05,185320,4
0ZNU020wNYvgW84iljPkPP,mirrorball,Taylor Swift,70,2020-07-24,0.553,0.413,2,-10.037,1,0.687,2.33e-06,0.0594,0.379,110.107,208978,4
1NhPKVLsHhFUHIOZ32QnS2,Secrets,OneRepublic,74,2009-01-01,0.516,0.764,2,-6.223,1,0.0717,0.0,0.115,0.376,148.021,224693,4
1Ov37jtRQ2YNAe8HzfczkL,Wildest Dreams (Taylor's Version),Taylor Swift,80,2021-09-17,0.583,0.67,8,-7.289,1,0.0374,0.0001,0.126,0.498,140.061,220433,4
7qEUFOVcxRI19tbT68JcYK,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),Ed Sheeran,69,2021-11-12,0.498,0.61,6,-5.098,1,0.271,0.0,0.223,0.474,79.918,245427,4
