id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
3uqxytqtmoZuxyn3ISYT2e,Squama,Hello Artemisia!,63,2021-05-21,0.154,0.0348,11,-29.217,1,0.977,0.858,0.0998,0.0723,135.531,211000,4
6j6wtwEtxK5ZAXzRK47WED,A Night In Spring,Ardah,66,2022-03-03,0.195,0.0131,0,-34.337,1,0.987,0.865,0.0991,0.0342,76.878,151714,4
5xcgi9ta3wVzBFktltBLMo,Underview,Eldrelder,66,2022-02-21,0.0705,0.00211,0,-36.18,1,0.99,0.869,0.126,0.0967,76.472,110000,4
7etqolbqNqTmybDTIN77pt,Epiphany,Aari Kumar,64,2021-12-19,0.0907,0.0423,5,-33.884,1,0.99,0.864,0.0973,0.199,72.341,172091,3
2J3PRFCSCcuyHY4Dfi4hbh,Stream Of Somnolence,Maurie,65,2022-03-10,0.0659,0.00749,10,-36.396,1,0.986,0.777,0.111,0.0496,69.792,185698,4
7zwddyEol0Hg5K8HQd3srX,La Caoba,Sayulita,64,2021-11-05,0.063,0.0295,8,-30.552,0,0.864,0.866,0.104,0.117,65.408,159744,3
1IkrL2wE6aWYzOmWjZmNO9,Cross A Line,Sean Altar,69,2022-03-10,0.18,0.0187,0,-31.807,1,0.969,0.916,0.128,0.0339,71.135,138857,3
5OJoZKBKLoJACasfMrKrCv,Just In View,Euloria,64,2021-12-09,0.162,0.00166,9,-36.77,1,0.995,0.861,0.0886,0.121,71.13,209750,4
0BjyXBAXWTvEOgX1KPhadD,Imagine Nuvem,Clémence Alheoux,63,2022-03-03,0.204,0.00248,10,-38.504,1,0.968,0.894,0.0928,0.0267,66.122,189857,4
3MbMFTSftlRSYJe58yqBDl,Duende,Kaua Correia,62,2021-11-26,0.0638,0.00328,7,-36.031,1,0.991,0.887,0.152,0.112,68.895,192000,3
4rEHRykxSQvP6mA23Umt71,In Solitude,Restorative,66,2022-03-10,0.19,0.0124,5,-33.75,1,0.989,0.878,0.0916,0.0346,135.251,151714,3
6S1cvapi9HH9tr1uX9clVb,Shinrabansho,Eira Cloud,63,2022-02-17,0.065,0.017,2,-32.598,1,0.989,0.686,0.0937,0.123,31.237,174828,3
1uGy4uNI3SeVUien40Dtzo,Tiniebla,Pearl Melendez,66,2021-11-05,0.148,0.0109,7,-36.403,1,0.978,0.935,0.109,0.0426,72.416,209250,4
7Mr3SK5zRJ0mrdNraurM5Z,Oceanwide,Harlow Moss,65,2022-03-03,0.259,0.00776,0,-34.062,1,0.992,0.809,0.113,0.037,68.791,152571,3
23bpCCVsTUKviTEfoy4tbM,Idhayathai Yedho Ondru,Chinmayi,53,2015-01-04,0.721,0.496,4,-8.063,1,0.845,0.0,0.11,0.217,131.969,235392,3
0fGclndst25Qqy8j4u5De5,"Chellamma (From ""Doctor"")",Jonita Gandhi,63,2020-07-16,0.498,0.679,4,-7.252,0,0.256,0.000325,0.0589,0.743,99.702,236500,3
6kekHWEQ4SyMe5EjYAlveP,High On Love,Sid Sriram,59,2018-02-14,0.627,0.779,4,-4.944,0,0.214,9.34e-06,0.112,0.619,149.929,240169,4
5Mt9VMVJc2T5Pa3qKUfw9t,Visiri,Shashaa Tirupati,49,2019-09-01,0.589,0.346,7,-8.742,1,0.656,3.29e-05,0.131,0.54,114.843,311127,4
5QoCBy9eUHYkeWpEpzAud9,Konji Pesida Venaam,Sriram Parthasarathy,52,2016-01-20,0.756,0.661,2,-5.769,0,0.187,6.26e-06,0.0774,0.635,88.001,226784,4
4tkSvA7zfuhwgHQbEeNEJU,"Kaathodu Kaathanen (From ""Jail"")",Aditi Rao Hydari,50,2020-06-15,0.368,0.174,7,-17.293,0,0.739,0.000262,0.122,0.326,80.06,310000,4
04NcPs5V6181I5hvUFY4Vp,Sara Sara Saara Kathu,Chinmayi,48,2011-07-01,0.578,0.629,10,-6.774,1,0.602,0.0,0.0708,0.528,104.097,298849,4
3ywjIbXWgG5Vjom6zhA2aP,Velicha Poove,Shreya Ghoshal,54,2012-12-15,0.526,0.701,5,-6.574,0,0.444,2.74e-06,0.0883,0.683,79.744,312280,4
6b84SSP7e5LwfvNPoDPshX,"Hi Sonna Pothum (From ""Comali"")",Kaushik Krish,51,2019-07-31,0.483,0.693,0,-6.646,0,0.285,2.27e-06,0.117,0.648,183.954,230431,4
1DVzoi8VvpTDVg4Knd1IQs,Laali Laali - Tamil,Sathyaprakash,52,2017-10-28,0.72,0.62,7,-8.439,1,0.738,9.93e-05,0.155,0.258,124.434,231500,3
2evwKEXIO4b6y7aOnkUvxu,"Pularaadha (From ""Dear Comrade"")",Justin Prabhakaran,51,2019-05-15,0.561,0.308,7,-9.495,1,0.845,5.56e-06,0.212,0.442,97.961,261572,4
3WhfZknD1CFKZ1nVpb4hKa,Ennai Vittu,Masala Coffee,52,2020-02-24,0.8,0.751,0,-5.554,1,0.568,0.0,0.219,0.604,102.021,233011,4
6wBXSf1chpnyXGOSvANs0a,Thalli Pogathey,Aaryan Dinesh Kanagaratnam,58,2016-06-20,0.582,0.748,9,-6.029,0,0.108,0.0,0.0909,0.148,98.228,268056,3
5b1zcET4JFw1BHh8rsjHq3,Thangamey,Anirudh Ravichander,51,2016-03-03,0.583,0.901,2,-5.785,1,0.48,0.0,0.248,0.618,99.927,262540,4
6LtQGnMSsQ859t930Anbyk,Senthoora,Luksimi Sivaneswaralingam,52,2016-12-03,0.427,0.646,4,-1.708,0,0.163,0.0,0.301,0.543,159.998,264314,3
2b4nWymybHj38A6XtQijiA,"Kaattu Payale (From ""Soorarai Pottru"")",Dhee,56,2020-07-23,0.7,0.631,2,-8.377,1,0.325,0.000246,0.376,0.49,78.924,246000,4
09Z6o1yu596HJAwWZxTz4m,Othaiyadi Pathayila,Anirudh Ravichander,58,2018-08-23,0.713,0.615,11,-7.648,0,0.341,1.55e-06,0.0608,0.807,135.017,249671,3
5KW8kOHmXqkDEdj6JyP3dJ,"Unna Nenachu (From ""Psycho (Tamil)"")",Sid Sriram,54,2019-11-18,0.331,0.235,4,-13.816,0,0.891,2.98e-06,0.107,0.252,82.511,275504,4
4qXLKjGhBqIlqtamTbkkCa,Sevatha Pulla,Ranjith Govind,0,2017-11-02,0.675,0.562,5,-8.029,1,0.357,4.28e-06,0.125,0.651,154.986,234242,4
5qGrY4iAi05Ej1yjfUUhNe,Kandaangi Kandaangi,Shreya Ghoshal,51,2013-12-21,0.596,0.653,5,-3.817,0,0.543,0.0,0.22,0.633,142.52,294316,3
3ysUkfcrFwvXweDt0cliH8,Ichu Ichu,Sangeetha Rajeshwaran,60,2011-09-05,0.852,0.791,7,-7.028,0,0.228,0.00187,0.139,0.955,109.976,226699,4
0fHPR4JZNbqs7OsFdYaLja,Paarthen (The Youth Of Power Paandi),Shweta Mohan,47,2017-04-06,0.581,0.534,4,-7.395,0,0.467,0.00015,0.109,0.653,169.748,183758,4
7fttjqzmvgvpRQoOzyYng3,Po Indru Neeyaga,Dhanush,56,2016-01-14,0.489,0.595,3,-3.788,0,0.262,0.0,0.0813,0.459,144.859,223327,3
4jk5H0R3x6MDCLryHuHUN9,Mazhaiye Mazhaiye,Ranjith Govind,48,2009-08-09,0.784,0.631,0,-9.952,0,0.452,0.0163,0.175,0.729,100.01,249973,4
2gqapLp6Br7jcR1QQNBVFz,"Veyyon Silli (From ""Soorarai Pottru"")",Harish Sivaramakrishnan,52,2020-02-13,0.669,0.606,6,-9.284,0,0.204,0.0,0.372,0.653,119.998,304000,3
6qRiVOBexkxK4BxSt1j6rn,Anbae Peranbae,Shreya Ghoshal,56,2019-04-30,0.685,0.561,0,-4.185,0,0.481,0.00181,0.16,0.312,90.023,269333,4
5RR6Q4yCrbGiRCU5YbpNaY,Unakaga,Madhura Dhara Talluri,52,2019-09-19,0.58,0.414,9,-10.928,1,0.678,2.26e-05,0.257,0.27,136.93,266053,3
3kfu3KKaiTAfohtpWq1tew,Vinmeen,Saindhavi,52,2014-02-05,0.713,0.534,11,-7.622,0,0.113,1.35e-05,0.0952,0.285,100.01,296900,4
102YVYHLNfgkfQP3qvDqsD,Koodamela Koodavechi,Vandana Srinivasan,54,2013-10-25,0.694,0.695,4,-5.035,0,0.324,0.0,0.177,0.668,120.057,300373,4
73dPMLKVaaOSS0TWe8oNmw,Ennai Saaithaalae,Shreya Ghoshal,51,2013-10-28,0.68,0.419,2,-9.157,1,0.295,5.74e-06,0.097,0.181,92.015,329280,4
1K1NqgcheWNhxJ9jg51ov5,Kanne Kanne,Anirudh Ravichander,47,2019-05-10,0.684,0.489,1,-8.625,1,0.639,0.0,0.105,0.375,87.104,225559,4
28zGTndSQj4JT9nCPHRoTV,"Pondattee - From ""Golisoda 2""",Achu,48,2018-03-08,0.692,0.624,9,-7.942,1,0.295,1.46e-05,0.116,0.759,169.999,250397,4
0aI4SOX8BknvAfOs607FlV,Neethanae,Shreya Ghoshal,52,2017-08-20,0.57,0.442,2,-9.656,0,0.716,0.000788,0.0922,0.53,73.963,268456,4
4FL8i7miD18FuMN08XGKcM,"Takkunu Takkunu - From ""Mr. Local""",Anirudh Ravichander,58,2019-04-06,0.811,0.587,8,-10.091,1,0.0829,0.0,0.173,0.758,110.027,212727,4
6rJhjykEkCqm3H64uALhhf,"Bujji (From ""Jagame Thandhiram"")",Anirudh Ravichander,59,2020-11-13,0.901,0.845,1,-3.465,1,0.0562,0.0,0.278,0.943,117.97,267203,4
4IUGuoJ41g5fLIqsO1MJoU,"Ilamai Thirumbudhe - From ""Petta""",Anirudh Ravichander,54,2018-12-10,0.395,0.425,7,-7.616,0,0.719,0.0,0.175,0.457,167.863,217000,4
6RXJKdpBp6AVL6H6sHyNp0,Yennai Maatrum Kadhale,Sid Sriram,55,2015-10-14,0.515,0.766,4,-7.291,0,0.46,3.27e-06,0.136,0.346,112.457,274678,3
0srLmMJws5nv8d1n9qrtro,Yembuttu Irukkuthu Aasai,Kalyani Nair,52,2017-03-28,0.687,0.558,5,-5.858,0,0.443,0.0,0.186,0.617,118.007,269832,4
0qvoxfYodIfe14gaidhnsV,Andha Kanna Paathaakaa,Yuvan Shankar Raja,60,2020-03-16,0.747,0.86,6,-4.071,0,0.301,0.0383,0.0743,0.625,90.445,194500,4
36BwgojDYh1SOmZ6gG7WqR,"Kadhal Psycho (From ""Saaho"")",Tanishk Bagchi,48,2019-07-08,0.904,0.75,10,-2.592,0,0.0493,0.000295,0.0637,0.773,95.072,166372,4
4uXJADmybUHUgycBWFHeq6,Ramuloo Ramulaa - Duet,Thaman S,60,2019-10-26,0.663,0.913,5,-4.681,0,0.415,0.000496,0.158,0.805,187.552,245760,3
3szxldqiYs7nkvtmooRod8,Oo Antava Oo Oo Antava,Indravathi Chauhan,69,2021-12-10,0.925,0.739,5,-6.724,0,0.34,0.0733,0.366,0.508,127.97,223326,4
7A3HdpivKNGgTW2Bo3udV8,Nuvvunte,Sumangali (Humming),53,2004-04-19,0.804,0.623,5,-9.891,0,0.022,0.0,0.0759,0.711,97.963,311960,4
5pOY1Vg2TIIbVBfR6yAg0C,Gaali Vaaluga,Anirudh Ravichander,55,2017-11-07,0.677,0.81,0,-6.192,0,0.643,3e-06,0.168,0.614,110.044,258333,4
6BiLK0zV9MULmHcM7G7L2W,Bheemla Nayak Title Song,Ram Miriyala,50,2022-03-09,0.66,0.738,4,-7.522,0,0.465,1.24e-05,0.272,0.509,138.121,310000,4
6LFJ5QC9Pa9RAnEzBymFTZ,Maguva Maguva - Telugu,Thaman S,54,2020-03-08,0.467,0.561,7,-7.734,0,0.81,0.0116,0.114,0.573,179.938,250667,3
0AGbuVpSivVZI99CJqdMpi,La La Bheemla,Arun Kaundinya,51,2022-03-09,0.666,0.871,0,-5.595,1,0.676,1.06e-06,0.318,0.699,80.017,147497,4
5n1FBtJgcDePfo8q6hBQPu,Gallo Thelina,Gopika Poornima,51,2008-02-28,0.859,0.747,7,-8.453,1,0.0493,0.00119,0.0672,0.798,115.006,290862,4
4iKGu3xtvm90eBw0EIPWJP,"Naatu Naatu (From ""Rrr"")",M. M. Keeravani,69,2021-11-10,0.405,0.988,10,-3.843,0,0.355,0.113,0.0815,0.703,160.052,214400,4
47BZ5zznG2jzc2hjsEbvxH,Anaganaganaga,Armaan Malik,48,2018-10-23,0.666,0.85,1,-5.909,1,0.65,0.0897,0.0889,0.744,105.022,287428,4
693359DlfpvoEfIYleKs05,Endhuko Pichi Pichi,Karunya,52,2007-08-21,0.863,0.851,4,-6.167,0,0.103,1.38e-05,0.197,0.652,123.951,271910,4
5J3Gykr4QdXzgbRGlusUrM,Chilipiga,Karthik,51,2021-07-07,0.658,0.458,0,-10.035,1,0.411,1.75e-06,0.157,0.338,93.514,328617,4
2DB4DdfCFMw1iaR6JaR03a,Bam Bam (feat. Ed Sheeran),Ed Sheeran,82,2022-04-07,0.756,0.697,8,-6.377,1,0.182,0.0,0.333,0.956,94.996,206071,4
3rmo8F54jFF8OgYsqTxm5d,Bad Habits,Ed Sheeran,89,2021-10-29,0.807,0.893,11,-3.745,0,0.0451,2.79e-05,0.366,0.537,126.011,230747,4
50nfwKoDiSYg8zOCREWAm5,Shivers,Ed Sheeran,89,2021-10-29,0.788,0.859,2,-2.724,1,0.281,0.0,0.0424,0.822,141.02,207853,4
0tgVpDi06FyKpA1z0VMD4v,Perfect,Ed Sheeran,84,2017-03-03,0.599,0.448,8,-6.312,1,0.163,0.0,0.106,0.168,95.05,263400,3
1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,Ed Sheeran,83,2014-06-21,0.614,0.379,4,-10.48,1,0.607,0.000464,0.0986,0.201,107.989,258987,4
2UN0lp72LAusrXi8LLVomt,2step (feat. Lil Baby),Lil Baby,81,2022-04-22,0.693,0.643,4,-5.867,0,0.138,0.0,0.108,0.477,95.055,163450,4
0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,The Weeknd,89,2020-03-20,0.514,0.73,1,-5.934,1,0.00146,9.54e-05,0.0897,0.334,171.005,200040,4
5QO79kh1waicV47BqGRL3g,Save Your Tears,The Weeknd,87,2020-03-20,0.68,0.826,0,-5.487,1,0.0212,1.24e-05,0.543,0.644,118.051,215627,4
00Blm7zeNqgYLPtW6zg8cj,One Right Now (with The Weeknd),The Weeknd,85,2021-11-05,0.687,0.781,1,-4.806,1,0.0361,0.0,0.0755,0.688,97.014,193507,4
1oFAF1hdPOickyHgbuRjyX,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,Ariana Grande,78,2020-03-20,0.65,0.825,0,-4.645,1,0.0215,2.44e-05,0.0936,0.593,118.091,191014,4
0k4d5YPDr1r7FX77VdqWez,You Right,The Weeknd,84,2021-06-25,0.828,0.621,8,-6.414,1,0.0164,0.00233,0.0845,0.436,128.986,186173,4
7MXVkk9YMctZqd1Srtv4MB,Starboy,Daft Punk,83,2016-11-25,0.679,0.587,7,-7.015,1,0.141,6.35e-06,0.137,0.486,186.003,230453,4
5PjdY0CKGZdEuoNab3yDmX,STAY (with Justin Bieber),Justin Bieber,87,2021-07-23,0.591,0.764,1,-5.484,1,0.0383,0.0,0.103,0.478,169.928,141806,4
5PjdY0CKGZdEuoNab3yDmX,STAY (with Justin Bieber),Justin Bieber,87,2021-07-23,0.591,0.764,1,-5.484,1,0.0383,0.0,0.103,0.478,169.928,141806,4
6I3mqTwhRpn34SLVafSH7G,Ghost,Justin Bieber,88,2021-03-19,0.601,0.741,2,-5.569,1,0.185,2.91e-05,0.415,0.441,153.96,153190,4
4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),Giveon,86,2021-03-19,0.677,0.696,0,-6.181,1,0.321,0.0,0.42,0.464,90.03,198082,4
2KdKh9vHbKW0tZLqtpxxI0,Honest (feat. Don Toliver),Don Toliver,83,2022-04-29,0.81,0.655,8,-6.779,0,0.127,8.16e-05,0.105,0.809,150.002,193322,4
50kpGaPAhYJ3sGmk6vplg0,Love Yourself,Justin Bieber,82,2015-11-13,0.609,0.378,4,-9.828,1,0.835,0.0,0.28,0.515,100.418,233720,4
4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),Justin Bieber,81,2020-05-08,0.597,0.45,8,-6.658,1,0.223,0.0,0.382,0.537,178.765,228482,3
1nahzW3kfMuwReTka28tH5,Hold On,Justin Bieber,76,2021-03-19,0.658,0.634,1,-6.068,0,0.0104,0.0,0.12,0.302,140.002,170813,4
0z8hI3OPS8ADPWtoCjjLl6,Summer of Love (Shawn Mendes & Tainy),Tainy,81,2021-08-20,0.776,0.808,11,-4.501,1,0.0297,0.000127,0.103,0.494,123.988,184104,4
5zFglKYiknIxks8geR8rcL,Beautiful Mistakes (feat. Megan Thee Stallion),Megan Thee Stallion,81,2021-06-11,0.713,0.676,10,-5.483,1,0.0377,0.0,0.154,0.721,99.048,227395,4
4qu63nuBpdn0qHUHuObEj1,Leave Before You Love Me (with Jonas Brothers),Jonas Brothers,83,2021-05-21,0.721,0.738,7,-4.77,1,0.00226,4.41e-06,0.118,0.637,119.976,154983,4
46HNZY1i7O6jwTA7Slo2PI,My Universe,BTS,82,2021-10-15,0.573,0.711,1,-6.268,0,0.0114,0.0,0.328,0.47,105.006,226198,4
3AVXwaOGCEL8cmBecfcsFJ,Light Switch,Charlie Puth,79,2022-01-19,0.69,0.626,6,-5.693,1,0.105,0.000335,0.0881,0.912,184.009,185681,4
23EquxExXkNmGCCY96P0Iu,Hailey,Justin Bieber,69,2021-10-08,0.462,0.745,0,-6.588,0,0.0367,0.0,0.0795,0.254,100.042,193355,4
0U1W2LZVUX7qTm7dDpqxh6,When You're Gone,Shawn Mendes,86,2022-03-31,0.603,0.691,5,-5.805,1,0.0248,0.0,0.583,0.577,147.148,172267,4
2WnAKZefdRHxtBEkRjFOHC,Anyone,Justin Bieber,74,2021-03-19,0.685,0.521,2,-8.285,1,0.185,3.59e-06,0.111,0.578,115.885,190779,4
1HbA4N1MiOsPthALesGFR1,Monster (Shawn Mendes & Justin Bieber),Justin Bieber,69,2020-12-04,0.64,0.392,2,-7.246,0,0.0593,0.0,0.0839,0.502,145.838,178994,4
18XlJEroUwFo0tLZxscgXE,Lost,Maroon 5,75,2021-06-11,0.766,0.706,7,-6.553,0,0.223,0.00028,0.064,0.766,142.989,172598,4
3fGW43fnu3OHEw6ohTC2Bw,Our Song,Niall Horan,71,2021-07-23,0.572,0.759,2,-4.312,1,0.127,0.0,0.224,0.519,80.95,163733,4
6F2r4HgpJnvKDmkN6JEN6J,As I Am (feat. Khalid),Khalid,70,2021-03-19,0.595,0.543,11,-8.149,1,0.127,0.0,0.0975,0.109,99.928,174406,4
3LEgGAl9zLcQWGTp7ptqtQ,Don’t Wake Me Up,Why Don't We,76,2022-01-07,0.621,0.747,11,-5.084,1,0.222,0.000194,0.147,0.426,124.015,188894,4
2m6Ko3CY1qXNNja8AlugNc,Angel Baby,Troye Sivan,81,2021-09-09,0.559,0.559,11,-6.425,1,0.0145,0.0,0.138,0.338,72.498,220780,4
2UN0lp72LAusrXi8LLVomt,2step (feat. Lil Baby),Lil Baby,81,2022-04-22,0.693,0.643,4,-5.867,0,0.138,0.0,0.108,0.477,95.055,163450,4
1Xg9k7OAyJryBXVx3KUklz,Take My Breath - Single Version,The Weeknd,60,2022-01-07,0.747,0.739,8,-6.008,1,0.0106,2.22e-05,0.101,0.523,120.996,220196,4
46IZ0fSY2mpAiktS3KOqds,Easy On Me,Adele,83,2021-11-19,0.604,0.366,5,-7.519,1,0.578,0.0,0.133,0.13,141.981,224695,4
7weX6syqklVQocpVVmDNwI,Love Back,Why Don't We,67,2021-10-06,0.611,0.744,4,-6.845,1,0.026,0.0,0.176,0.705,105.882,185851,4
2cc8Sw1OnCuA5bV8nqWqpE,You,Tate McRae,77,2021-04-16,0.691,0.695,0,-5.6,1,0.0592,0.0,0.0647,0.514,106.064,233386,4
39LLxExYz6ewLAcYrzQQyP,Levitating,Dua Lipa,82,2020-03-27,0.695,0.884,6,-2.278,0,0.0561,0.0,0.213,0.914,103.014,203808,4
02VBYrHfVwfEWXk5DXyf0T,Leave The Door Open,Silk Sonic,83,2021-11-11,0.586,0.616,5,-7.964,1,0.182,0.0,0.0927,0.719,148.088,242096,4
6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,Harry Styles,89,2019-12-13,0.548,0.816,0,-4.209,1,0.122,0.0,0.335,0.557,95.39,174000,4
1diS6nkxMQc3wwC4G1j0bh,We're Good,Dua Lipa,76,2021-02-11,0.722,0.588,6,-5.932,1,0.0319,0.0,0.183,0.59,134.01,165507,4
1jIMjbzcGCcCQn5iMu9CUc,That's Hilarious,Charlie Puth,80,2022-04-08,0.714,0.442,6,-5.909,1,0.742,0.0,0.114,0.546,108.039,146855,4
0e8nrvls4Qqv5Rfa2UhqmO,THATS WHAT I WANT,Lil Nas X,89,2021-09-17,0.737,0.846,1,-4.51,0,0.00614,0.0,0.0486,0.546,87.981,143901,4
35mvY5S1H3J2QZyna3TFe0,positions,Ariana Grande,83,2020-10-30,0.737,0.802,0,-4.771,1,0.468,0.0,0.0931,0.682,144.015,172325,4
0Cy7wt6IlRfBPHXXjmZbcP,Love Me Like You Do,Ellie Goulding,76,2018-02-09,0.489,0.597,5,-6.633,0,0.27,0.0,0.105,0.324,95.012,253520,4
31sSFHIe4NaxltVFOEIcTa,working,Khalid,71,2021-06-17,0.783,0.435,7,-7.78,1,0.282,0.0,0.0833,0.512,106.974,210220,4
2iOKDbXoqcTENod90jSmcH,Answers,Elmer Loyd,62,2021-05-28,0.169,0.0272,10,-32.426,1,0.916,0.758,0.103,0.037,73.163,178000,4
4q0m55JUumpMjGiLtYsSan,Calmative,Rae Mansell,61,2022-04-21,0.143,0.0191,0,-37.684,1,0.971,0.824,0.0791,0.0401,74.93,155000,5
1dpvthn5aYPgBmk7LiKOsl,Mångata,Ardah,63,2022-02-17,0.141,0.0118,0,-33.323,1,0.962,0.55,0.112,0.0399,141.753,177931,3
7l6TgOi4LjuVMPOvSeHuyw,Irenic Tone,Siri Belle,64,2021-10-29,0.147,0.0183,9,-34.675,0,0.787,0.843,0.0952,0.0628,138.209,148035,3
6DLx436guAqpJ8piBZyXqC,Interstellar,Amel Scott,62,2022-03-28,0.173,0.00885,2,-35.874,1,0.994,0.42,0.103,0.0525,67.656,150215,4
0OAe3X4UFaUJoThyNE88Ah,A Moment,Baimine,61,2022-02-28,0.181,0.00996,0,-34.207,1,0.976,0.915,0.126,0.0347,67.553,130435,5
7gJ7Yb0ZpUPUiaYVv6FhR8,Reminiscence,Griff Beynon,62,2022-02-28,0.141,0.00386,11,-35.147,1,0.994,0.944,0.0992,0.104,70.913,201000,4
01yqm6MIIlCdOXCtrYJpRx,Mo Chroidhe,Mila Harper,61,2022-04-21,0.159,0.00979,7,-38.361,1,0.976,0.938,0.0896,0.0734,66.426,182742,5
17acvRlK1CgobLmpPVGCXK,Serenade of Sleep,Jayden Pétur,62,2022-03-31,0.0688,0.00165,0,-37.165,1,0.882,0.862,0.115,0.031,77.245,155143,4
1hU9z6EpQLMP1OGu1iGZHL,Evenfall,Sadie Hume,61,2022-02-17,0.0772,0.00611,5,-34.632,1,0.979,0.903,0.113,0.075,80.52,126285,4
71Qg70soej5nFS1T079wuQ,Light Under Water,Mia Bovind,61,2022-02-17,0.0934,0.00913,10,-36.849,1,0.978,0.934,0.102,0.119,72.448,155158,1
3X3vCAvMiO48mdC2lGxfIB,Ethereal Mind,Albert Bauer,62,2022-03-28,0.145,0.00155,5,-33.316,1,0.987,0.844,0.125,0.119,69.403,207509,3
0UmxO4xdWoH3hRUQwcqdqC,Sapnis,Pax Gene,65,2021-09-24,0.133,0.0272,0,-30.992,1,0.676,0.712,0.104,0.0313,144.744,217000,5
5MxNNBnvKIZ1D2IkwB753i,Stay A While,Elliott Duncan,62,2021-11-22,0.171,0.0121,9,-38.562,1,0.978,0.78,0.106,0.0582,85.308,177273,4
6FGF4Cx7hxKHwSCojfGSAT,Maglovito,Nadia Bulic,62,2022-03-24,0.107,0.00226,5,-38.182,1,0.969,0.901,0.112,0.099,68.013,130750,5
13CYT9XLC54qtyg0U8aqb7,Hush,Yonatan Awate,66,2021-10-22,0.0917,0.00935,0,-32.99,1,0.97,0.931,0.106,0.0689,73.055,190000,3
6hz5qA35YWENEvi1qlb9xt,Alleviation,Sia Moon,63,2021-10-15,0.0886,0.0273,0,-29.626,1,0.981,0.981,0.0868,0.0362,87.02,208023,4
2UScMXkAslXCfMcRx2Wlr7,Midst of Everything,Tora Summer,64,2021-10-28,0.146,0.0592,2,-30.503,1,0.935,0.909,0.0743,0.0426,67.854,166162,4
1fMnqF3hdQWXiC5Amb9EI0,Luova,Lumi Couri,62,2022-02-03,0.0627,0.00202,5,-37.486,1,0.984,0.88,0.113,0.0397,67.996,124805,4
3MOqT1Ka4jEf9PKSafbDiT,Dvala,Ever So Blue,63,2021-09-17,0.251,0.0902,7,-25.186,1,0.971,0.868,0.0871,0.128,65.816,177813,3
09f1jQrl37fb3ZYoYBHVl9,Panacea,Lyla Perez-Vega,67,2022-01-20,0.184,0.0214,2,-32.624,1,0.962,0.823,0.0977,0.201,69.613,222884,5
7HU4jsNv2xqKQ1V18iHKhL,Deine Augen,Celine Brandt,61,2021-11-25,0.241,0.00171,0,-36.569,1,0.972,0.94,0.0887,0.111,69.107,182702,3
1qVYn3HKHjga2franlJdU1,Quand la neige tombe,Emmeline Ralph,63,2021-10-15,0.108,0.0164,2,-34.316,1,0.908,0.72,0.094,0.0901,68.154,172375,5
5Kzm98GR30X1sEYWKE2eB9,Diem Vesper Commendat,Alma Grøtte,64,2022-01-21,0.214,0.0192,2,-35.164,1,0.972,0.77,0.102,0.0413,70.063,184250,4
0QCWhIYVGx3ousdsUZgy84,Going Back,Koby Laver,69,2021-10-22,0.065,0.0034,9,-37.097,1,0.984,0.847,0.101,0.0719,72.496,228000,4
3PWJLmavjdgyN1PgNc2g8y,Fill You In,Nea Thomas,61,2021-11-25,0.116,0.00583,5,-35.011,0,0.985,0.89,0.101,0.0569,78.016,181255,4
0f5IlhiVWUUq4SGHyrRxIt,Viento Estelar,Universo,65,2021-01-18,0.141,0.0405,3,-29.013,1,0.965,0.966,0.0983,0.0378,59.418,185943,4
6eTRQbYbCnrnm0ghn4eUNd,Allt finns kvar,Eleonora Feldt,63,2021-09-23,0.173,0.0112,0,-35.577,1,0.912,0.952,0.107,0.0379,59.386,239225,3
58QLCa2HJxU4U2MnpNopLj,Light Rest,Spring Euphemia,66,2021-11-04,0.155,0.00233,0,-39.904,1,0.968,0.971,0.0701,0.0778,135.747,169755,4
3MbGpD2sYDlLhuLPoB6JXg,Bring You Home,Sonhos de Solidão,63,2022-02-03,0.208,0.02,7,-33.28,1,0.918,0.831,0.112,0.0344,88.902,161863,3
3ISWnR8CHeuUaghZXPbfRa,Liquid Dream - Piano Version,Alec Wynter,63,2021-10-14,0.169,0.0309,8,-33.357,1,0.895,0.956,0.116,0.039,75.185,202042,5
3Dqg1wo1NVZ9045tfsG2fN,Gentle Words,Sperenza,63,2021-08-30,0.0773,0.0117,0,-35.642,1,0.978,0.931,0.106,0.0385,72.98,243600,3
1VLKeNy3qUe8MNvejjTtoy,Reticence,Fiona Kolev,64,2021-10-14,0.167,0.0169,0,-32.112,1,0.93,0.875,0.115,0.0366,67.885,153038,4
0kKOC50fPTnqmrYvtJInsT,Nepenthe,Clyde Boudreaux,62,2020-01-31,0.133,0.00512,9,-33.295,1,0.993,0.851,0.0954,0.0495,67.818,151750,4
0tE8RGc0ctX2YjN5sOIiDS,Cloudless,Devi Rubio,63,2021-10-21,0.119,0.00285,4,-37.688,0,0.987,0.92,0.106,0.0385,77.708,224370,4
